Travel_ID;Pos;FlightNo;BookingDate;Price;Currency_code
240;1;BA110;2027-02-09;295.00;EUR
240;2;AF390;2027-02-09;1167.00;EUR
240;3;LH100;2027-02-09;156.00;EUR
240;4;LH800;2027-02-09;897.00;EUR
241;1;OS930;2027-03-22;624.00;EUR
242;1;AZ841;2027-03-01;1349.00;EUR
242;2;AZ122;2027-03-01;1258.00;EUR
242;3;AZ397;2027-03-01;627.00;EUR
242;4;LH447;2027-03-01;1053.00;EUR
243;1;BA129;2027-03-20;718.00;EUR
243;2;AZ362;2027-03-20;666.00;EUR
244;1;LH782;2026-11-23;306.00;GBP
244;2;AZ559;2026-11-23;369.00;GBP
244;3;BA255;2026-11-23;521.00;GBP
244;4;OS108;2026-11-23;653.00;GBP
245;1;AZ819;2026-12-31;1272.00;EUR
245;2;OS872;2026-12-31;220.00;EUR
245;3;LH537;2026-12-31;243.00;EUR
245;4;OS742;2026-12-31;638.00;EUR
246;1;LH712;2027-02-24;1400.00;GBP
247;1;LH824;2026-09-28;720.00;EUR
248;1;OS918;2026-10-11;1192.00;EUR
248;2;AZ990;2026-10-11;1379.00;EUR
248;3;OS180;2026-10-11;463.00;EUR
249;1;AF753;2026-10-03;340.00;CHF
250;1;AZ545;2027-03-20;1300.00;EUR
251;1;BA216;2026-11-25;1182.00;EUR
251;2;LH575;2026-11-25;214.00;EUR
251;3;OS464;2026-11-25;1189.00;EUR
251;4;AZ762;2026-11-25;257.00;EUR
252;1;BA145;2027-02-17;285.00;EUR
252;2;LH120;2027-02-17;1263.00;EUR
252;3;BA813;2027-02-17;847.00;EUR
252;4;AF445;2027-02-17;450.00;EUR
253;1;BA962;2027-01-04;276.00;CHF
253;2;AZ326;2027-01-04;529.00;CHF
253;3;BA645;2027-01-04;682.00;CHF
253;4;AF536;2027-01-04;616.00;CHF
254;1;BA643;2026-12-14;1077.00;EUR
254;2;AF866;2026-12-14;1037.00;EUR
254;3;BA537;2026-12-14;948.00;EUR
254;4;AZ433;2026-12-14;819.00;EUR
255;1;BA533;2027-01-25;690.00;CHF
255;2;OS504;2027-01-25;442.00;CHF
255;3;BA351;2027-01-25;620.00;CHF
255;4;BA124;2027-01-25;206.00;CHF
256;1;BA931;2027-01-04;587.00;EUR
256;2;OS399;2027-01-04;163.00;EUR
256;3;OS151;2027-01-04;887.00;EUR
256;4;OS639;2027-01-04;130.00;EUR
257;1;LH303;2026-10-12;896.00;GBP
258;1;BA644;2026-11-29;537.00;EUR
258;2;AZ966;2026-11-29;556.00;EUR
258;3;AZ803;2026-11-29;180.00;EUR
259;1;OS674;2026-12-04;1392.00;USD
260;1;AF142;2026-12-30;641.00;EUR
260;2;BA373;2026-12-30;929.00;EUR
260;3;AZ210;2026-12-30;1120.00;EUR
260;4;AZ724;2026-12-30;1316.00;EUR
261;1;AZ748;2026-09-27;473.00;CHF
262;1;AF663;2027-02-27;318.00;CHF
262;2;AF777;2027-02-27;599.00;CHF
263;1;AZ867;2027-01-31;1185.00;EUR
263;2;BA116;2027-01-31;316.00;EUR
263;3;LH344;2027-01-31;674.00;EUR
263;4;BA578;2027-01-31;932.00;EUR
264;1;BA170;2027-02-08;1319.00;EUR
264;2;BA639;2027-02-08;1172.00;EUR
264;3;AF688;2027-02-08;276.00;EUR
265;1;AF119;2027-04-03;1363.00;USD
265;2;LH403;2027-04-03;757.00;USD
265;3;OS386;2027-04-03;193.00;USD
266;1;LH506;2026-11-17;420.00;EUR
266;2;AF271;2026-11-17;1209.00;EUR
266;3;BA929;2026-11-17;806.00;EUR
266;4;LH289;2026-11-17;1322.00;EUR
267;1;AF758;2027-02-24;1148.00;EUR
267;2;AZ826;2027-02-24;721.00;EUR
267;3;LH804;2027-02-24;286.00;EUR
268;1;AF121;2027-02-25;571.00;GBP
268;2;OS330;2027-02-25;430.00;GBP
268;3;AZ609;2027-02-25;384.00;GBP
268;4;LH405;2027-02-25;1005.00;GBP
269;1;OS194;2026-11-06;297.00;EUR
269;2;OS419;2026-11-06;934.00;EUR
270;1;AF854;2027-03-23;1119.00;USD
270;2;LH800;2027-03-23;320.00;USD
270;3;AZ746;2027-03-23;171.00;USD
270;4;BA226;2027-03-23;1263.00;USD
271;1;OS763;2027-02-21;1048.00;EUR
271;2;BA378;2027-02-21;865.00;EUR
271;3;LH153;2027-02-21;597.00;EUR
271;4;AF402;2027-02-21;1277.00;EUR
272;1;OS593;2026-12-29;1280.00;USD
272;2;BA221;2026-12-29;1221.00;USD
272;3;LH550;2026-12-29;947.00;USD
273;1;BA960;2027-04-02;1261.00;EUR
273;2;BA352;2027-04-02;1156.00;EUR
273;3;OS783;2027-04-02;429.00;EUR
273;4;AZ958;2027-04-02;139.00;EUR
274;1;AF318;2027-01-04;125.00;USD
274;2;AZ757;2027-01-04;1219.00;USD
274;3;BA922;2027-01-04;592.00;USD
274;4;OS548;2027-01-04;625.00;USD
275;1;BA538;2027-02-07;1083.00;EUR
276;1;AZ498;2027-03-13;364.00;EUR
276;2;AF235;2027-03-13;1283.00;EUR
277;1;BA756;2026-09-29;648.00;GBP
278;1;AZ271;2027-03-14;1088.00;USD
279;1;LH760;2026-11-04;1274.00;GBP
279;2;OS638;2026-11-04;806.00;GBP
280;1;LH155;2026-11-08;1137.00;EUR
281;1;AZ525;2027-02-11;147.00;CHF
281;2;OS400;2027-02-11;381.00;CHF
281;3;AF782;2027-02-11;1001.00;CHF
281;4;LH440;2027-02-11;744.00;CHF
282;1;AF170;2027-01-29;1068.00;EUR
283;1;AZ489;2026-09-21;227.00;EUR
283;2;OS825;2026-09-21;993.00;EUR
284;1;BA850;2026-11-25;1184.00;EUR
285;1;LH912;2026-09-17;329.00;CHF
285;2;LH446;2026-09-17;1392.00;CHF
285;3;LH668;2026-09-17;730.00;CHF
285;4;LH625;2026-09-17;1174.00;CHF
286;1;BA791;2026-12-28;827.00;EUR
286;2;LH305;2026-12-28;1257.00;EUR
286;3;LH268;2026-12-28;385.00;EUR
287;1;AF356;2026-09-29;864.00;CHF
288;1;AZ217;2026-10-28;1341.00;EUR
288;2;AZ465;2026-10-28;468.00;EUR
289;1;AZ461;2026-10-18;1307.00;EUR
290;1;BA450;2026-10-09;148.00;EUR
291;1;LH460;2026-11-15;629.00;EUR
291;2;LH352;2026-11-15;1019.00;EUR
292;1;OS286;2026-12-16;477.00;GBP
292;2;AZ738;2026-12-16;631.00;GBP
293;1;AZ613;2027-02-09;923.00;EUR
293;2;AZ839;2027-02-09;1125.00;EUR
293;3;BA242;2027-02-09;1157.00;EUR
293;4;AF305;2027-02-09;436.00;EUR
294;1;LH186;2027-01-31;805.00;EUR
294;2;AZ944;2027-01-31;1152.00;EUR
295;1;BA371;2026-09-29;1052.00;CHF
295;2;AZ323;2026-09-29;404.00;CHF
296;1;AZ863;2026-12-28;270.00;EUR
297;1;OS101;2027-03-10;150.00;EUR
297;2;AF854;2027-03-10;1073.00;EUR
298;1;AZ810;2027-01-13;797.00;EUR
298;2;AZ199;2027-01-13;1297.00;EUR
298;3;AF258;2027-01-13;1212.00;EUR
298;4;LH409;2027-01-13;401.00;EUR
299;1;LH384;2026-11-09;151.00;EUR
299;2;AZ168;2026-11-09;783.00;EUR
300;1;AF770;2027-03-06;1167.00;EUR
300;2;AZ391;2027-03-06;1230.00;EUR
300;3;AZ775;2027-03-06;1282.00;EUR
300;4;OS513;2027-03-06;1214.00;EUR
